dataset: credit_score.arff
Feature selection on validation dataset
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 2
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 2
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 2
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 3
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 2
Num. of all parameters 3Num. of max ACC 2
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 3
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 2
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 2
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 2
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 1
Num. of all parameters 3Num. of max ACC 2
